Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Amazon_Login_OR/Page_Amazon Sign In/input_Forgot password_password""), ""FJEEn2Q6rEqImg+RR4ytGA=="")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:55,21-03-2025 10:34:56,0.738s,PASSED
"click(findTestObject(""Amazon_Login_OR/Page_Amazon Sign In/input_Enter your password_signInSubmit""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:56,21-03-2025 10:34:57,0.570s,PASSED
"mouseOver(findTestObject(""Amazon_Login_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Account  Lists""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:34:57,21-03-2025 10:35:05,7.840s,PASSED
"click(findTestObject(""Object Repository/Amazon_Login_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Sign Out""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:35:05,21-03-2025 10:35:09,4.796s,PASSED
closeBrowser(),Edge Chromium 134.0.3124.72,,,21-03-2025 10:35:09,21-03-2025 10:35:14,5.058s,PASSED
,,,,,,,
Test Cases/TC_Amazon_PasswordReset_0013,Edge Chromium 134.0.3124.72,,,21-03-2025 10:47:23,21-03-2025 10:52:13,4m - 50.767s,FAILED
"openBrowser("""")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:47:23,21-03-2025 10:47:31,8.358s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:47:31,21-03-2025 10:47:41,10.189s,PASSED
"mouseOver(findTestObject(""Amazon_PasswordReset_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:47:41,21-03-2025 10:47:45,3.761s,PASSED
"click(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Sign in""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:47:45,21-03-2025 10:47:49,4.034s,PASSED
"setText(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_/input_IN 91_email""), ""8765257308"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:47:49,21-03-2025 10:48:53,1m - 3.933s,PASSED
"click(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_/input_Passkey error_a-button-input""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:48:53,21-03-2025 10:48:57,3.625s,PASSED
"click(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Amazon Sign In/a_Forgot password""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:48:57,21-03-2025 10:48:59,2.604s,PASSED
"click(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Amazon Password Assistance/input_Wrong or Invalid email address or mob_77ed40""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:48:59,21-03-2025 10:49:03,3.388s,PASSED
"setText(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Amazon/input_For your security, we have sent the c_992114""), ""362491"")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:49:03,21-03-2025 10:49:04,0.967s,PASSED
"click(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Amazon/input_Please wait  32  seconds before reque_171295""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:49:04,21-03-2025 10:49:05,1.672s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Amazon/input_New password_password""), ""FJEEn2Q6rEqImg+RR4ytGA=="")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:49:05,21-03-2025 10:49:46,40.721s,FAILED
"setEncryptedText(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Amazon/input_Password again_passwordCheck""), ""FJEEn2Q6rEqImg+RR4ytGA=="")",Edge Chromium 134.0.3124.72,,,21-03-2025 10:49:46,21-03-2025 10:50:22,36.499s,FAILED
"click(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Amazon/input_Type your password again_continue""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:50:22,21-03-2025 10:50:54,31.890s,FAILED
"mouseOver(findTestObject(""Amazon_PasswordReset_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:50:54,21-03-2025 10:51:33,38.550s,FAILED
"click(findTestObject(""Object Repository/Amazon_PasswordReset_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Sign Out""))",Edge Chromium 134.0.3124.72,,,21-03-2025 10:51:33,21-03-2025 10:52:11,37.944s,FAILED
closeBrowser(),Edge Chromium 134.0.3124.72,,,21-03-2025 10:52:11,21-03-2025 10:52:13,2.579s,PASSED
