Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Amazon Sign In/input_Forgot password_password""), ""FJEEn2Q6rEqImg+RR4ytGA=="")",Edge Chromium 134.0.3124.72,,,21-03-2025 11:34:27,21-03-2025 11:34:28,0.951s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Amazon Sign In/input_Enter your password_signInSubmit""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:34:28,21-03-2025 11:34:28,0.447s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_2""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:34:28,21-03-2025 11:34:42,13.964s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Amazon.in Shopping Cart/input_1,598.00_proceedToRetailCheckout""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:34:42,21-03-2025 11:34:48,5.222s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Place Your Order - Amazon Checkout/input_Another payment method_ppw-instrument_d02253""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:34:48,21-03-2025 11:35:19,31.556s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Place Your Order - Amazon Checkout/input_Amazon accepts all major credit   car_451b00""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:35:19,21-03-2025 11:35:51,31.584s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Place Your Order - Amazon Checkout/input_Choose an Option_ppw-instrumentRowSelection""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:35:51,21-03-2025 11:36:22,31.523s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Place Your Order - Amazon Checkout/input_The UPI ID is in the format of nameph_029c41""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:36:22,21-03-2025 11:36:54,31.530s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Place Your Order - Amazon Checkout/input_Why_ppw-instrumentRowSelection""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:36:54,21-03-2025 11:37:25,31.557s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Place Your Order - Amazon Checkout/input_We have deselected Amazon Pay balance_5983ef""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:37:25,21-03-2025 11:37:59,33.329s,FAILED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Place Your Order - Amazon Checkout/a_Review Order""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:37:59,21-03-2025 11:38:30,31.654s,FAILED
back(),Edge Chromium 134.0.3124.72,,,21-03-2025 11:38:30,21-03-2025 11:38:32,1.529s,PASSED
back(),Edge Chromium 134.0.3124.72,,,21-03-2025 11:38:32,21-03-2025 11:38:34,1.827s,PASSED
back(),Edge Chromium 134.0.3124.72,,,21-03-2025 11:38:34,21-03-2025 11:38:34,0.313s,PASSED
"mouseOver(findTestObject(""Amazon_ValidatePaymentOptions_OR/Page_Online Shopping site in India Shop Online for Mobiles, Books, Watches, Shoes and More - Amazon.in/span_Account  Lists""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:38:34,21-03-2025 11:39:11,36.704s,FAILED
"click(findTestObject(""Object Repository/Amazon_ValidatePaymentOptions_OR/Page_Amazon.in Shopping Cart/span_Sign Out""))",Edge Chromium 134.0.3124.72,,,21-03-2025 11:39:11,21-03-2025 11:39:47,36.542s,FAILED
