Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Twitter""))",Firefox 136.0.2,,,20-03-2025 21:29:31,20-03-2025 21:29:35,3.469s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:29:35,20-03-2025 21:29:35,0.332s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Instagram""))",Firefox 136.0.2,,,20-03-2025 21:29:35,20-03-2025 21:29:40,4.723s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:29:40,20-03-2025 21:29:40,0.276s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Sell on Amazon""))",Firefox 136.0.2,,,20-03-2025 21:29:40,20-03-2025 21:29:48,7.699s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:29:48,20-03-2025 21:29:49,1.106s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Sell under Amazon Accelerator""))",Firefox 136.0.2,,,20-03-2025 21:29:49,20-03-2025 21:29:54,4.968s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:29:54,20-03-2025 21:29:54,0.629s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Protect and Build Your Brand""))",Firefox 136.0.2,,,20-03-2025 21:29:54,20-03-2025 21:30:10,15.231s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:30:10,20-03-2025 21:30:10,0.397s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Amazon Global Selling""))",Firefox 136.0.2,,,20-03-2025 21:30:10,20-03-2025 21:30:17,7.343s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:30:17,20-03-2025 21:30:18,0.340s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Supply to Amazon""))",Firefox 136.0.2,,,20-03-2025 21:30:18,20-03-2025 21:30:31,13.795s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:30:31,20-03-2025 21:30:32,0.277s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Become an Affiliate""))",Firefox 136.0.2,,,20-03-2025 21:30:32,20-03-2025 21:30:39,7.460s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:30:39,20-03-2025 21:30:40,0.748s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Fulfilment by Amazon""))",Firefox 136.0.2,,,20-03-2025 21:30:40,20-03-2025 21:30:49,9.187s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:30:49,20-03-2025 21:30:49,0.013s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Advertise Your Products""))",Firefox 136.0.2,,,20-03-2025 21:30:49,20-03-2025 21:30:58,8.731s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:30:58,20-03-2025 21:30:58,0.388s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Amazon Pay on Merchants""))",Firefox 136.0.2,,,20-03-2025 21:30:58,20-03-2025 21:31:07,9.227s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:31:07,20-03-2025 21:31:57,49.972s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Your Account""))",Firefox 136.0.2,,,20-03-2025 21:31:57,20-03-2025 21:32:02,4.227s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:32:02,20-03-2025 21:32:03,1.509s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Returns Centre""))",Firefox 136.0.2,,,20-03-2025 21:32:03,20-03-2025 21:32:11,8.284s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:32:11,20-03-2025 21:32:12,0.307s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Recalls and Product Safety Alerts""))",Firefox 136.0.2,,,20-03-2025 21:32:12,20-03-2025 21:32:26,14.317s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:32:26,20-03-2025 21:32:29,2.522s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_100 Purchase Protection""))",Firefox 136.0.2,,,20-03-2025 21:32:29,20-03-2025 21:32:35,6.567s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:32:35,20-03-2025 21:32:36,1.134s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Amazon App Download""))",Firefox 136.0.2,,,20-03-2025 21:32:36,20-03-2025 21:32:43,6.660s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:32:43,20-03-2025 21:32:45,1.921s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Help""))",Firefox 136.0.2,,,20-03-2025 21:32:45,20-03-2025 21:32:52,7.497s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:32:52,20-03-2025 21:32:55,2.163s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_English""))",Firefox 136.0.2,,,20-03-2025 21:32:55,20-03-2025 21:33:00,5.447s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:33:00,20-03-2025 21:33:01,1.488s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_India""))",Firefox 136.0.2,,,20-03-2025 21:33:01,20-03-2025 21:33:05,3.480s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:33:05,20-03-2025 21:33:07,2.262s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Books, art collectibles""))",Firefox 136.0.2,,,20-03-2025 21:33:07,20-03-2025 21:33:15,7.645s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:33:15,20-03-2025 21:33:25,10.428s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_DesignerFashion Brands""))",Firefox 136.0.2,,,20-03-2025 21:33:25,20-03-2025 21:33:44,18.586s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:33:44,20-03-2025 21:33:52,8.517s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Scalable CloudComputing Services""))",Firefox 136.0.2,,,20-03-2025 21:33:52,20-03-2025 21:34:31,38.251s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:34:31,20-03-2025 21:34:33,2.352s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Everything ForYour Business""))",Firefox 136.0.2,,,20-03-2025 21:34:33,20-03-2025 21:35:31,57.592s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:35:31,20-03-2025 21:35:33,2.527s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_DownloadAudio Books""))",Firefox 136.0.2,,,20-03-2025 21:35:33,20-03-2025 21:35:57,23.642s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:35:57,20-03-2025 21:36:12,14.844s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_2-Hour Deliveryon Everyday Items""))",Firefox 136.0.2,,,20-03-2025 21:36:12,20-03-2025 21:36:47,35.512s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:36:47,20-03-2025 21:36:47,0.012s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Movies, TV Celebrities""))",Firefox 136.0.2,,,20-03-2025 21:36:47,20-03-2025 21:37:22,35.302s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:37:22,20-03-2025 21:37:22,0.022s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_100 million songs, ad-freeOver 15 mill_ee0ab1""))",Firefox 136.0.2,,,20-03-2025 21:37:22,20-03-2025 21:37:28,5.554s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:37:28,20-03-2025 21:37:28,0.012s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Conditions of Use  Sale""))",Firefox 136.0.2,,,20-03-2025 21:37:28,20-03-2025 21:37:34,5.522s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:37:34,20-03-2025 21:37:34,0.010s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Privacy Notice""))",Firefox 136.0.2,,,20-03-2025 21:37:34,20-03-2025 21:37:39,5.655s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:37:39,20-03-2025 21:37:39,0.010s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Interest-Based Ads""))",Firefox 136.0.2,,,20-03-2025 21:37:39,20-03-2025 21:37:45,5.490s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:37:45,20-03-2025 21:37:45,0.010s,PASSED
closeBrowser(),Firefox 136.0.2,,,20-03-2025 21:37:45,20-03-2025 21:37:48,3.289s,PASSED
,,,,,,,
Test Cases/TC_Ammazon_ValidteTotalHyperlinksOnHomepage_006,Firefox 136.0.2,,,20-03-2025 21:40:54,20-03-2025 21:41:43,49.191s,FAILED
"openBrowser("""")",Firefox 136.0.2,,,20-03-2025 21:40:54,20-03-2025 21:40:57,3.692s,PASSED
"navigateToUrl(""https://www.amazon.in"")",Firefox 136.0.2,,,20-03-2025 21:40:57,20-03-2025 21:41:28,30.687s,PASSED
delay(10),Firefox 136.0.2,,,20-03-2025 21:41:28,20-03-2025 21:41:38,10.005s,PASSED
driver = getWebDriver(),Firefox 136.0.2,,,20-03-2025 21:41:38,20-03-2025 21:41:38,0.000s,PASSED
"hyperlinks = driver.findElements(By.tagName(""a""))",Firefox 136.0.2,,,20-03-2025 21:41:38,20-03-2025 21:41:40,1.565s,PASSED
totalHyperlinks = hyperlinks.size(),Firefox 136.0.2,,,20-03-2025 21:41:40,20-03-2025 21:41:40,0.001s,PASSED
"println(""Total number of hyperlinks: "" + totalHyperlinks)",Firefox 136.0.2,,,20-03-2025 21:41:40,20-03-2025 21:41:40,0.000s,PASSED
out.println(totalHyperlinks),Firefox 136.0.2,,,20-03-2025 21:41:40,20-03-2025 21:41:40,0.000s,PASSED
expectedCount = 360,Firefox 136.0.2,,,20-03-2025 21:41:40,20-03-2025 21:41:40,0.000s,PASSED
"verifyEqual(totalHyperlinks, expectedCount)",Firefox 136.0.2,,,20-03-2025 21:41:40,20-03-2025 21:41:40,0.005s,FAILED
closeBrowser(),Firefox 136.0.2,,,20-03-2025 21:41:40,20-03-2025 21:41:43,3.222s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateTodaysDeals_008,Firefox 136.0.2,,,20-03-2025 21:54:54,20-03-2025 21:56:24,1m - 30.291s,FAILED
"openBrowser("""")",Firefox 136.0.2,,,20-03-2025 21:54:54,20-03-2025 21:54:57,3.786s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Firefox 136.0.2,,,20-03-2025 21:54:57,20-03-2025 21:55:05,7.018s,PASSED
"verifyElementPresent(findTestObject(""Amazon_ValidateTodaysDeals_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Todays Deals""), 10)",Firefox 136.0.2,,,20-03-2025 21:55:05,20-03-2025 21:55:10,5.219s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateTodaysDeals_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Todays Deals""))",Firefox 136.0.2,,,20-03-2025 21:55:10,20-03-2025 21:55:14,3.854s,PASSED
"verifyElementPresent(findTestObject(""Amazon_ValidateTodaysDeals_OR/Page_Amazon.in - Deals/span_OnePlus Nord 4 5G (Oasis Green, 8GB RA_43c881""), 10)",Firefox 136.0.2,,,20-03-2025 21:55:14,20-03-2025 21:55:25,11.174s,FAILED
"click(findTestObject(""Object Repository/Amazon_ValidateTodaysDeals_OR/Page_Amazon.in - Deals/span_OnePlus Nord 4 5G (Oasis Green, 8GB RA_43c881""))",Firefox 136.0.2,,,20-03-2025 21:55:25,20-03-2025 21:56:06,41.365s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:56:06,20-03-2025 21:56:07,1.085s,PASSED
"verifyElementPresent(findTestObject(""Amazon_ValidateTodaysDeals_OR/Page_Amazon.in - Deals/span_Samsung Galaxy M16 5G (Thunder Black, _0bd95b""), 10)",Firefox 136.0.2,,,20-03-2025 21:56:07,20-03-2025 21:56:08,0.722s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateTodaysDeals_OR/Page_Amazon.in - Deals/span_Samsung Galaxy M16 5G (Thunder Black, _0bd95b""))",Firefox 136.0.2,,,20-03-2025 21:56:08,20-03-2025 21:56:21,13.510s,PASSED
back(),Firefox 136.0.2,,,20-03-2025 21:56:21,20-03-2025 21:56:23,1.166s,PASSED
closeBrowser(),Firefox 136.0.2,,,20-03-2025 21:56:23,20-03-2025 21:56:24,1.374s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ViewingProductDetails_018,Firefox 136.0.2,,,20-03-2025 22:01:36,20-03-2025 22:03:23,1m - 46.316s,FAILED
"openBrowser("""")",Firefox 136.0.2,,,20-03-2025 22:01:36,20-03-2025 22:01:40,3.766s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Firefox 136.0.2,,,20-03-2025 22:01:40,20-03-2025 22:01:51,11.356s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), ""search-alias=stripbooks"", true)",Firefox 136.0.2,,,20-03-2025 22:01:51,20-03-2025 22:01:56,4.084s,FAILED
"setText(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), ""Aptitude"")",Firefox 136.0.2,,,20-03-2025 22:01:56,20-03-2025 22:01:56,0.624s,PASSED
"click(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Firefox 136.0.2,,,20-03-2025 22:01:56,20-03-2025 22:02:03,7.133s,PASSED
"click(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Amazon.in  Aptitude/div_on first order_puisg-col-inner""))",Firefox 136.0.2,,,20-03-2025 22:02:03,20-03-2025 22:02:39,36.201s,FAILED
"click(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Amazon.in  Aptitude/span_UPPSC-AE 2024 Prelims Exam 2000 Practi_fecf42""))",Firefox 136.0.2,,,20-03-2025 22:02:39,20-03-2025 22:03:11,31.782s,PASSED
"newTab("""")",Firefox 136.0.2,,,20-03-2025 22:03:11,20-03-2025 22:03:12,0.255s,PASSED
"navigateToUrl(""https://www.amazon.in/UPPSC-AE-2024-Practice-Engineering-Paperback/dp/9362028069/ref=sr_1_6?crid=3E7SMJVNABN4H&dib=eyJ2IjoiMSJ9.q9R2pNdba2EM9noVju8kjoEYb7fv8iiUwRCAW4uDFIxhs-8Q36PXq6XaV3juRZrNCqbiqT6QjaQKYq1oxFEIxrFQWBjbpWB3v_wvgnq48v4aEZrqsRbV0ydC4y4Obf4-uOBcYWJ2u_5yLqzO8HcCsiClnHkWW4YlIaSmAQICpIex9E2besamcwl1wZY3zGpqV2uK1nlHMUSMBXRt8cwD5DqyfxwgpnLU4Noaa5XUmuY.Dspud0z2eDz95IivUJqtIqasoR5G8Sn_cByuZXPW_rc&dib_tag=se&keywords=Aptitude&qid=1741832270&s=books&sprefix=aptitude%2Cstripbooks%2C530&sr=1-6"")",Firefox 136.0.2,,,20-03-2025 22:03:12,20-03-2025 22:03:21,9.680s,PASSED
closeBrowser(),Firefox 136.0.2,,,20-03-2025 22:03:21,20-03-2025 22:03:23,1.427s,PASSED
