Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_DownloadAudio Books""))",Firefox 136.0.2,,,21-03-2025 10:41:13,21-03-2025 10:41:32,18.788s,PASSED
back(),Firefox 136.0.2,,,21-03-2025 10:41:32,21-03-2025 10:41:35,3.149s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_2-Hour Deliveryon Everyday Items""))",Firefox 136.0.2,,,21-03-2025 10:41:35,21-03-2025 10:41:49,13.547s,PASSED
back(),Firefox 136.0.2,,,21-03-2025 10:41:49,21-03-2025 10:41:51,2.024s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_Movies, TV Celebrities""))",Firefox 136.0.2,,,21-03-2025 10:41:51,21-03-2025 10:42:45,54.635s,PASSED
back(),Firefox 136.0.2,,,21-03-2025 10:42:45,21-03-2025 10:42:54,8.382s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/span_100 million songs, ad-freeOver 15 mill_ee0ab1""))",Firefox 136.0.2,,,21-03-2025 10:42:54,21-03-2025 10:43:11,16.995s,PASSED
back(),Firefox 136.0.2,,,21-03-2025 10:43:11,21-03-2025 10:43:14,3.140s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Conditions of Use  Sale""))",Firefox 136.0.2,,,21-03-2025 10:43:14,21-03-2025 10:43:27,12.658s,PASSED
back(),Firefox 136.0.2,,,21-03-2025 10:43:27,21-03-2025 10:43:27,0.664s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Privacy Notice""))",Firefox 136.0.2,,,21-03-2025 10:43:27,21-03-2025 10:43:37,9.860s,PASSED
back(),Firefox 136.0.2,,,21-03-2025 10:43:37,21-03-2025 10:43:38,0.974s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateFooterLinks_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Interest-Based Ads""))",Firefox 136.0.2,,,21-03-2025 10:43:38,21-03-2025 10:43:48,10.286s,PASSED
back(),Firefox 136.0.2,,,21-03-2025 10:43:48,21-03-2025 10:43:52,3.501s,PASSED
closeBrowser(),Firefox 136.0.2,,,21-03-2025 10:43:52,21-03-2025 10:43:57,4.758s,PASSED
,,,,,,,
Test Cases/TC_Ammazon_ValidteTotalHyperlinksOnHomepage_006,Firefox 136.0.2,,,21-03-2025 10:46:37,21-03-2025 10:47:24,46.735s,FAILED
"openBrowser("""")",Firefox 136.0.2,,,21-03-2025 10:46:37,21-03-2025 10:46:42,4.988s,PASSED
"navigateToUrl(""https://www.amazon.in"")",Firefox 136.0.2,,,21-03-2025 10:46:42,21-03-2025 10:47:00,17.625s,PASSED
delay(10),Firefox 136.0.2,,,21-03-2025 10:47:00,21-03-2025 10:47:10,10.009s,PASSED
driver = getWebDriver(),Firefox 136.0.2,,,21-03-2025 10:47:10,21-03-2025 10:47:10,0.002s,PASSED
"hyperlinks = driver.findElements(By.tagName(""a""))",Firefox 136.0.2,,,21-03-2025 10:47:10,21-03-2025 10:47:21,11.378s,PASSED
totalHyperlinks = hyperlinks.size(),Firefox 136.0.2,,,21-03-2025 10:47:21,21-03-2025 10:47:21,0.001s,PASSED
"println(""Total number of hyperlinks: "" + totalHyperlinks)",Firefox 136.0.2,,,21-03-2025 10:47:21,21-03-2025 10:47:21,0.001s,PASSED
out.println(totalHyperlinks),Firefox 136.0.2,,,21-03-2025 10:47:21,21-03-2025 10:47:21,0.000s,PASSED
expectedCount = 360,Firefox 136.0.2,,,21-03-2025 10:47:21,21-03-2025 10:47:21,0.000s,PASSED
"verifyEqual(totalHyperlinks, expectedCount)",Firefox 136.0.2,,,21-03-2025 10:47:21,21-03-2025 10:47:21,0.005s,FAILED
closeBrowser(),Firefox 136.0.2,,,21-03-2025 10:47:21,21-03-2025 10:47:24,2.696s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ValidateTodaysDeals_008,Firefox 136.0.2,,,21-03-2025 10:54:11,21-03-2025 10:56:19,2m - 8.305s,FAILED
"openBrowser("""")",Firefox 136.0.2,,,21-03-2025 10:54:11,21-03-2025 10:54:20,8.980s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Firefox 136.0.2,,,21-03-2025 10:54:20,21-03-2025 10:54:29,9.154s,PASSED
"verifyElementPresent(findTestObject(""Amazon_ValidateTodaysDeals_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Todays Deals""), 10)",Firefox 136.0.2,,,21-03-2025 10:54:29,21-03-2025 10:54:30,1.529s,PASSED
"click(findTestObject(""Object Repository/Amazon_ValidateTodaysDeals_OR/Page_Online Shopping site in India Shop Onl_10c5f3/a_Todays Deals""))",Firefox 136.0.2,,,21-03-2025 10:54:30,21-03-2025 10:54:37,7.073s,PASSED
"verifyElementPresent(findTestObject(""Amazon_ValidateTodaysDeals_OR/Page_Amazon.in - Deals/span_OnePlus Nord 4 5G (Oasis Green, 8GB RA_43c881""), 10)",Firefox 136.0.2,,,21-03-2025 10:54:37,21-03-2025 10:54:49,11.406s,FAILED
"click(findTestObject(""Object Repository/Amazon_ValidateTodaysDeals_OR/Page_Amazon.in - Deals/span_OnePlus Nord 4 5G (Oasis Green, 8GB RA_43c881""))",Firefox 136.0.2,,,21-03-2025 10:54:49,21-03-2025 10:55:27,37.774s,FAILED
back(),Firefox 136.0.2,,,21-03-2025 10:55:27,21-03-2025 10:55:34,7.229s,PASSED
"verifyElementPresent(findTestObject(""Amazon_ValidateTodaysDeals_OR/Page_Amazon.in - Deals/span_Samsung Galaxy M16 5G (Thunder Black, _0bd95b""), 10)",Firefox 136.0.2,,,21-03-2025 10:55:34,21-03-2025 10:55:45,11.603s,FAILED
"click(findTestObject(""Object Repository/Amazon_ValidateTodaysDeals_OR/Page_Amazon.in - Deals/span_Samsung Galaxy M16 5G (Thunder Black, _0bd95b""))",Firefox 136.0.2,,,21-03-2025 10:55:45,21-03-2025 10:56:17,31.879s,FAILED
back(),Firefox 136.0.2,,,21-03-2025 10:56:17,21-03-2025 10:56:17,0.026s,PASSED
closeBrowser(),Firefox 136.0.2,,,21-03-2025 10:56:17,21-03-2025 10:56:19,1.551s,PASSED
,,,,,,,
Test Cases/TC_Amazon_ViewingProductDetails_018,Firefox 136.0.2,,,21-03-2025 11:02:45,21-03-2025 11:04:31,1m - 46.156s,FAILED
"openBrowser("""")",Firefox 136.0.2,,,21-03-2025 11:02:45,21-03-2025 11:02:51,5.446s,PASSED
"navigateToUrl(""https://www.amazon.in/"")",Firefox 136.0.2,,,21-03-2025 11:02:51,21-03-2025 11:02:57,6.420s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Online Shopping site in India Shop Onl_10c5f3/select_All Categories        Alexa Skills  _59be89""), ""search-alias=stripbooks"", true)",Firefox 136.0.2,,,21-03-2025 11:02:57,21-03-2025 11:03:04,6.404s,FAILED
"setText(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_field-keywords""), ""Aptitude"")",Firefox 136.0.2,,,21-03-2025 11:03:04,21-03-2025 11:03:04,0.764s,PASSED
"click(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Online Shopping site in India Shop Onl_10c5f3/input_Search Amazon.in_nav-search-submit-button""))",Firefox 136.0.2,,,21-03-2025 11:03:04,21-03-2025 11:03:15,10.336s,PASSED
"click(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Amazon.in  Aptitude/div_on first order_puisg-col-inner""))",Firefox 136.0.2,,,21-03-2025 11:03:15,21-03-2025 11:03:51,36.034s,FAILED
"click(findTestObject(""Object Repository/Amazon_ViewingProductDetails_OR/Page_Amazon.in  Aptitude/span_UPPSC-AE 2024 Prelims Exam 2000 Practi_fecf42""))",Firefox 136.0.2,,,21-03-2025 11:03:51,21-03-2025 11:04:22,31.713s,PASSED
"newTab("""")",Firefox 136.0.2,,,21-03-2025 11:04:22,21-03-2025 11:04:23,0.500s,PASSED
"navigateToUrl(""https://www.amazon.in/UPPSC-AE-2024-Practice-Engineering-Paperback/dp/9362028069/ref=sr_1_6?crid=3E7SMJVNABN4H&dib=eyJ2IjoiMSJ9.q9R2pNdba2EM9noVju8kjoEYb7fv8iiUwRCAW4uDFIxhs-8Q36PXq6XaV3juRZrNCqbiqT6QjaQKYq1oxFEIxrFQWBjbpWB3v_wvgnq48v4aEZrqsRbV0ydC4y4Obf4-uOBcYWJ2u_5yLqzO8HcCsiClnHkWW4YlIaSmAQICpIex9E2besamcwl1wZY3zGpqV2uK1nlHMUSMBXRt8cwD5DqyfxwgpnLU4Noaa5XUmuY.Dspud0z2eDz95IivUJqtIqasoR5G8Sn_cByuZXPW_rc&dib_tag=se&keywords=Aptitude&qid=1741832270&s=books&sprefix=aptitude%2Cstripbooks%2C530&sr=1-6"")",Firefox 136.0.2,,,21-03-2025 11:04:23,21-03-2025 11:04:29,5.790s,PASSED
closeBrowser(),Firefox 136.0.2,,,21-03-2025 11:04:29,21-03-2025 11:04:31,2.728s,PASSED
